#Creator: pendulumviewEventBuffer
#Creation time: Mon Mar  4 14:25:12 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
58.473	560	58.498	529
58.523	560	58.548	526
58.574	560	58.600	524
58.624	560	58.650	522
58.675	560	58.701	521
58.726	560	58.751	519
58.777	560	58.802	517
58.827	560	58.853	517
58.878	560	58.904	517
58.928	560	58.954	517
58.980	560	59.005	518
59.030	560	59.055	519
59.081	559	59.107	520
59.131	560	59.157	522
59.182	560	59.208	524
59.233	560	59.258	526
59.284	560	59.309	528
59.334	561	59.359	530
59.385	560	59.411	530
59.435	560	59.461	532
59.486	560	59.512	532
59.537	560	59.562	533
59.588	560	59.613	533
59.638	560	59.664	534
59.689	560	59.715	533
59.739	560	59.765	532
59.791	560	59.816	531
59.841	561	59.866	529
59.892	560	59.918	528
59.942	560	59.968	526
59.993	559	60.019	524
60.044	559	60.069	523
60.095	559	60.120	520
60.145	560	60.171	520
